Emiten,Tanggal,Sebab
BBCA,2021-09-07,Harga Selisih
BBCA,2021-09-08,Harga Selisih
BBCA,2021-09-09,Harga Selisih
BBCA,2021-09-10,Harga Selisih
BBCA,2021-09-13,Harga Selisih
BBCA,2021-09-14,Harga Selisih
BBCA,2021-09-15,Harga Selisih
BBCA,2021-09-16,Harga Selisih
BBCA,2021-09-17,Harga Selisih
BBCA,2021-09-20,Harga Selisih
BBCA,2021-09-21,Harga Selisih
BBCA,2021-09-22,Harga Selisih
BBCA,2021-09-23,Harga Selisih
BBCA,2021-09-24,Harga Selisih
BBCA,2021-09-27,Harga Selisih
BBCA,2021-09-28,Harga Selisih
BBCA,2021-09-29,Harga Selisih
BBCA,2021-09-30,Harga Selisih
BBCA,2021-10-01,Harga Selisih
BBCA,2021-10-04,Harga Selisih
BBCA,2021-10-05,Harga Selisih
BBCA,2021-10-06,Harga Selisih
BBCA,2021-10-07,Harga Selisih
BBCA,2021-10-08,Harga Selisih
BBCA,2021-10-11,Harga Selisih
BBCA,2021-10-12,Harga Selisih
BBCA,2021-10-13,Harga Selisih
BBCA,2021-10-14,Harga Selisih
BBCA,2021-10-15,Harga Selisih
BBCA,2021-10-18,Harga Selisih
BBCA,2021-10-19,Harga Selisih
BBCA,2021-10-21,Harga Selisih
BBCA,2021-10-22,Harga Selisih
BBCA,2021-10-25,Harga Selisih
BBCA,2021-10-26,Harga Selisih
BBCA,2021-10-27,Harga Selisih
BBCA,2021-10-28,Harga Selisih
BBCA,2021-10-29,Harga Selisih
BBCA,2021-11-01,Harga Selisih
BBCA,2021-11-02,Harga Selisih
BBCA,2021-11-03,Harga Selisih
BBCA,2021-11-04,Harga Selisih
BBCA,2021-11-05,Harga Selisih
BBCA,2021-11-08,Harga Selisih
BBCA,2021-11-09,Harga Selisih
BBCA,2021-11-10,Harga Selisih
BBCA,2021-11-11,Harga Selisih
BBCA,2021-11-12,Harga Selisih
BBCA,2021-11-15,Harga Selisih
BBCA,2021-11-16,Harga Selisih
BBCA,2021-11-17,Harga Selisih
BBCA,2021-11-18,Harga Selisih
BBCA,2021-11-19,Harga Selisih
BBCA,2021-11-22,Harga Selisih
BBCA,2021-11-23,Harga Selisih
BBCA,2021-11-24,Harga Selisih
BBCA,2021-11-25,Harga Selisih
BBCA,2021-11-26,Harga Selisih
BBCA,2021-11-29,Harga Selisih
BBCA,2021-11-30,Harga Selisih
BBCA,2021-12-01,Harga Selisih
BBCA,2021-12-02,Harga Selisih
BBCA,2021-12-03,Harga Selisih
BBCA,2021-12-06,Harga Selisih
BBCA,2021-12-07,Harga Selisih
BBCA,2021-12-08,Harga Selisih
BBCA,2021-12-09,Harga Selisih
BBCA,2021-12-10,Harga Selisih
BBCA,2021-12-13,Harga Selisih
BBCA,2021-12-14,Harga Selisih
BBCA,2021-12-15,Harga Selisih
BBCA,2021-12-16,Harga Selisih
BBCA,2021-12-17,Harga Selisih
BBCA,2021-12-20,Harga Selisih
BBCA,2021-12-21,Harga Selisih
BBCA,2021-12-22,Harga Selisih
BBCA,2021-12-23,Harga Selisih
BBCA,2021-12-24,Harga Selisih
BBCA,2021-12-27,Harga Selisih
BBCA,2021-12-28,Harga Selisih
BBCA,2021-12-29,Harga Selisih
BBCA,2021-12-30,Harga Selisih
BBCA,2022-01-03,Harga Selisih
BBCA,2022-01-04,Harga Selisih
BBCA,2022-01-05,Harga Selisih
BBCA,2022-01-06,Harga Selisih
BBCA,2022-01-07,Harga Selisih
BBCA,2022-01-10,Harga Selisih
BBCA,2022-01-11,Harga Selisih
BBCA,2022-01-12,Harga Selisih
BBCA,2022-01-13,Harga Selisih
BBCA,2022-01-14,Harga Selisih
BBCA,2022-01-17,Harga Selisih
BBCA,2022-01-18,Harga Selisih
BBCA,2022-01-19,Harga Selisih
BBCA,2022-01-20,Harga Selisih
BBCA,2022-01-21,Harga Selisih
BBCA,2022-01-24,Harga Selisih
BBCA,2022-01-25,Harga Selisih
BBCA,2022-01-26,Harga Selisih
BBCA,2022-01-27,Harga Selisih
BBCA,2022-01-28,Harga Selisih
BBCA,2022-01-31,Harga Selisih
BBCA,2022-02-02,Harga Selisih
BBCA,2022-02-03,Harga Selisih
BBCA,2022-02-04,Harga Selisih
BBCA,2022-02-07,Harga Selisih
BBCA,2022-02-08,Harga Selisih
BBCA,2022-02-09,Harga Selisih
BBCA,2022-02-10,Harga Selisih
BBCA,2022-02-11,Harga Selisih
BBCA,2022-02-14,Harga Selisih
BBCA,2022-02-15,Harga Selisih
BBCA,2022-02-16,Harga Selisih
BBCA,2022-02-17,Harga Selisih
BBCA,2022-02-18,Harga Selisih
BBCA,2022-02-21,Harga Selisih
BBCA,2022-02-22,Harga Selisih
BBCA,2022-02-23,Harga Selisih
BBCA,2022-02-24,Harga Selisih
BBCA,2022-02-25,Harga Selisih
BBCA,2022-03-01,Harga Selisih
BBCA,2022-03-02,Harga Selisih
BBCA,2022-03-04,Harga Selisih
BBCA,2022-03-07,Harga Selisih
BBCA,2022-03-08,Harga Selisih
BBCA,2022-03-09,Harga Selisih
BBCA,2022-03-10,Harga Selisih
BBCA,2022-03-11,Harga Selisih
BBCA,2022-03-14,Harga Selisih
BBCA,2022-03-15,Harga Selisih
BBCA,2022-03-16,Harga Selisih
BBCA,2022-03-17,Harga Selisih
BBCA,2022-03-18,Harga Selisih
BBCA,2022-03-21,Harga Selisih
BBCA,2022-03-22,Harga Selisih
BBCA,2022-03-23,Harga Selisih
BBCA,2022-03-24,Harga Selisih
BBCA,2022-03-25,Harga Selisih
BBCA,2022-03-28,Harga Selisih
BBCA,2022-03-29,Harga Selisih
BBCA,2022-03-30,Harga Selisih
BBCA,2022-03-31,Harga Selisih
BBCA,2022-04-01,Harga Selisih
BBCA,2022-04-04,Harga Selisih
BBCA,2022-04-05,Harga Selisih
BBCA,2022-04-06,Harga Selisih
BBCA,2022-04-07,Harga Selisih
BBCA,2022-04-08,Harga Selisih
BBCA,2022-04-11,Harga Selisih
BBCA,2022-04-12,Harga Selisih
BBCA,2022-04-13,Harga Selisih
BBCA,2022-04-14,Harga Selisih
BBCA,2022-04-18,Harga Selisih
BBCA,2022-04-19,Harga Selisih
BBCA,2022-04-20,Harga Selisih
BBCA,2022-04-21,Harga Selisih
BBCA,2022-04-22,Harga Selisih
BBCA,2022-04-25,Harga Selisih
BBCA,2022-04-26,Harga Selisih
BBCA,2022-04-27,Harga Selisih
BBCA,2022-04-28,Harga Selisih
BBCA,2022-05-09,Harga Selisih
BBCA,2022-05-10,Harga Selisih
BBCA,2022-05-11,Harga Selisih
BBCA,2022-05-12,Harga Selisih
BBCA,2022-05-13,Harga Selisih
BBCA,2022-05-17,Harga Selisih
BBCA,2022-05-18,Harga Selisih
BBCA,2022-05-19,Harga Selisih
BBCA,2022-05-20,Harga Selisih
BBCA,2022-05-23,Harga Selisih
BBCA,2022-05-24,Harga Selisih
BBCA,2022-05-25,Harga Selisih
BBCA,2022-05-27,Harga Selisih
BBCA,2022-05-30,Harga Selisih
BBCA,2022-05-31,Harga Selisih
BBCA,2022-06-02,Harga Selisih
BBCA,2022-06-03,Harga Selisih
BBCA,2022-06-06,Harga Selisih
BBCA,2022-06-07,Harga Selisih
BBCA,2022-06-08,Harga Selisih
BBCA,2022-06-09,Harga Selisih
BBCA,2022-06-10,Harga Selisih
BBCA,2022-06-13,Harga Selisih
BBCA,2022-06-14,Harga Selisih
BBCA,2022-06-15,Harga Selisih
BBCA,2022-06-16,Harga Selisih
BBCA,2022-06-17,Harga Selisih
BBCA,2022-06-20,Harga Selisih
BBCA,2022-06-21,Harga Selisih
BBCA,2022-06-22,Harga Selisih
BBCA,2022-06-23,Harga Selisih
BBCA,2022-06-24,Harga Selisih
BBCA,2022-06-27,Harga Selisih
BBCA,2022-06-28,Harga Selisih
BBCA,2022-06-29,Harga Selisih
BBCA,2022-06-30,Harga Selisih
BBCA,2022-07-01,Harga Selisih
BBCA,2022-07-04,Harga Selisih
BBCA,2022-07-05,Harga Selisih
BBCA,2022-07-06,Harga Selisih
BBCA,2022-07-07,Harga Selisih
BBCA,2022-07-08,Harga Selisih
BBCA,2022-07-11,Harga Selisih
BBCA,2022-07-12,Harga Selisih
BBCA,2022-07-13,Harga Selisih
BBCA,2022-07-14,Harga Selisih
BBCA,2022-07-15,Harga Selisih
BBCA,2022-07-18,Harga Selisih
BBCA,2022-07-19,Harga Selisih
BBCA,2022-07-20,Harga Selisih
BBCA,2022-07-21,Harga Selisih
BBCA,2022-07-22,Harga Selisih
BBCA,2022-07-25,Harga Selisih
BBCA,2022-07-26,Harga Selisih
BBCA,2022-07-27,Harga Selisih
BBCA,2022-07-28,Harga Selisih
BBCA,2022-07-29,Harga Selisih
BBCA,2022-08-01,Harga Selisih
BBCA,2022-08-02,Harga Selisih
BBCA,2022-08-03,Harga Selisih
BBCA,2022-08-04,Harga Selisih
BBCA,2022-08-05,Harga Selisih
BBCA,2022-08-08,Harga Selisih
BBCA,2022-08-09,Harga Selisih
BBCA,2022-08-10,Harga Selisih
BBCA,2022-08-11,Harga Selisih
BBCA,2022-08-12,Harga Selisih
BBCA,2022-08-15,Harga Selisih
BBCA,2022-08-16,Harga Selisih
BBCA,2022-08-18,Harga Selisih
BBCA,2022-08-19,Harga Selisih
BBCA,2022-08-22,Harga Selisih
BBCA,2022-08-23,Harga Selisih
BBCA,2022-08-24,Harga Selisih
BBCA,2022-08-25,Harga Selisih
BBCA,2022-08-26,Harga Selisih
BBCA,2022-08-29,Harga Selisih
BBCA,2022-08-30,Harga Selisih
BBCA,2022-08-31,Harga Selisih
BBCA,2022-09-01,Harga Selisih
BBCA,2022-09-02,Harga Selisih
BBCA,2022-09-05,Harga Selisih
BBCA,2022-09-06,Harga Selisih
BBCA,2022-09-07,Harga Selisih
BBCA,2022-09-08,Harga Selisih
BBCA,2022-09-09,Harga Selisih
BBCA,2022-09-12,Harga Selisih
BBCA,2022-09-13,Harga Selisih
BBCA,2022-09-14,Harga Selisih
BBCA,2022-09-15,Harga Selisih
BBCA,2022-09-16,Harga Selisih
BBCA,2022-09-19,Harga Selisih
BBCA,2022-09-20,Harga Selisih
BBCA,2022-09-21,Harga Selisih
BBCA,2022-09-22,Harga Selisih
BBCA,2022-09-23,Harga Selisih
BBCA,2022-09-26,Harga Selisih
BBCA,2022-09-27,Harga Selisih
BBCA,2022-09-28,Harga Selisih
BBCA,2022-09-29,Harga Selisih
BBCA,2022-09-30,Harga Selisih
BBCA,2022-10-03,Harga Selisih
BBCA,2022-10-04,Harga Selisih
BBCA,2022-10-05,Harga Selisih
BBCA,2022-10-06,Harga Selisih
BBCA,2022-10-07,Harga Selisih
BBCA,2022-10-10,Harga Selisih
BBCA,2022-10-11,Harga Selisih
BBCA,2022-10-12,Harga Selisih
BBCA,2022-10-13,Harga Selisih
BBCA,2022-10-14,Harga Selisih
BBCA,2022-10-17,Harga Selisih
BBCA,2022-10-18,Harga Selisih
BBCA,2022-10-19,Harga Selisih
BBCA,2022-10-20,Harga Selisih
BBCA,2022-10-21,Harga Selisih
BBCA,2022-10-24,Harga Selisih
BBCA,2022-10-25,Harga Selisih
BBCA,2022-10-26,Harga Selisih
BBCA,2022-10-27,Harga Selisih
BBCA,2022-10-28,Harga Selisih
BBCA,2022-10-31,Harga Selisih
BBCA,2022-11-01,Harga Selisih
BBCA,2022-11-02,Harga Selisih
BBCA,2022-11-03,Harga Selisih
BBCA,2022-11-04,Harga Selisih
BBCA,2022-11-07,Harga Selisih
BBCA,2022-11-08,Harga Selisih
BBCA,2022-11-09,Harga Selisih
BBCA,2022-11-10,Harga Selisih
BBCA,2022-11-11,Harga Selisih
BBCA,2022-11-14,Harga Selisih
BBCA,2022-11-15,Harga Selisih
BBCA,2022-11-16,Harga Selisih
BBCA,2022-11-17,Harga Selisih
BBCA,2022-11-18,Harga Selisih
BBCA,2022-11-21,Harga Selisih
BBCA,2022-11-22,Harga Selisih
BBCA,2022-11-23,Harga Selisih
BBCA,2022-11-24,Harga Selisih
BBCA,2022-11-25,Harga Selisih
BBCA,2022-11-28,Harga Selisih
BBCA,2022-11-29,Harga Selisih
BBCA,2022-11-30,Harga Selisih
BBCA,2022-12-01,Harga Selisih
BBCA,2022-12-02,Harga Selisih
BBCA,2022-12-05,Harga Selisih
BBCA,2022-12-06,Harga Selisih
BBCA,2022-12-07,Harga Selisih
BBCA,2022-12-08,Harga Selisih
BBCA,2022-12-09,Harga Selisih
BBCA,2022-12-12,Harga Selisih
BBCA,2022-12-13,Harga Selisih
BBCA,2022-12-14,Harga Selisih
BBCA,2022-12-15,Harga Selisih
BBCA,2022-12-16,Harga Selisih
BBCA,2022-12-19,Harga Selisih
BBCA,2022-12-20,Harga Selisih
BBCA,2022-12-21,Harga Selisih
BBCA,2022-12-22,Harga Selisih
BBCA,2022-12-23,Harga Selisih
BBCA,2022-12-26,Harga Selisih
BBCA,2022-12-27,Harga Selisih
BBCA,2022-12-28,Harga Selisih
BBCA,2022-12-29,Harga Selisih
BBCA,2022-12-30,Harga Selisih
BBCA,2023-01-02,Harga Selisih
BBCA,2023-01-03,Harga Selisih
BBCA,2023-01-04,Harga Selisih
BBCA,2023-01-05,Harga Selisih
BBCA,2023-01-06,Harga Selisih
BBCA,2023-01-09,Harga Selisih
BBCA,2023-01-10,Harga Selisih
BBCA,2023-01-11,Harga Selisih
BBCA,2023-01-12,Harga Selisih
BBCA,2023-01-13,Harga Selisih
BBCA,2023-01-16,Harga Selisih
BBCA,2023-01-17,Harga Selisih
BBCA,2023-01-18,Harga Selisih
BBCA,2023-01-19,Harga Selisih
BBCA,2023-01-20,Harga Selisih
BBCA,2023-01-24,Harga Selisih
BBCA,2023-01-25,Harga Selisih
BBCA,2023-01-26,Harga Selisih
BBCA,2023-01-27,Harga Selisih
BBCA,2023-01-30,Harga Selisih
BBCA,2023-01-31,Harga Selisih
BBCA,2023-02-01,Harga Selisih
BBCA,2023-02-02,Harga Selisih
BBCA,2023-02-03,Harga Selisih
BBCA,2023-02-06,Harga Selisih
BBCA,2023-02-07,Harga Selisih
BBCA,2023-02-08,Harga Selisih
BBCA,2023-02-09,Harga Selisih
BBCA,2023-02-10,Harga Selisih
BBCA,2023-02-13,Harga Selisih
BBCA,2023-02-14,Harga Selisih
BBCA,2023-02-15,Harga Selisih
BBCA,2023-02-16,Harga Selisih
BBCA,2023-02-17,Harga Selisih
BBCA,2023-02-20,Harga Selisih
BBCA,2023-02-21,Harga Selisih
BBCA,2023-02-22,Harga Selisih
BBCA,2023-02-23,Harga Selisih
BBCA,2023-02-24,Harga Selisih
BBCA,2023-02-27,Harga Selisih
BBCA,2023-02-28,Harga Selisih
BBCA,2023-03-01,Harga Selisih
BBCA,2023-03-02,Harga Selisih
BBCA,2023-03-03,Harga Selisih
BBCA,2023-03-06,Harga Selisih
BBCA,2023-03-07,Harga Selisih
BBCA,2023-03-08,Harga Selisih
BBCA,2023-03-09,Harga Selisih
BBCA,2023-03-10,Harga Selisih
BBCA,2023-03-13,Harga Selisih
BBCA,2023-03-14,Harga Selisih
BBCA,2023-03-15,Harga Selisih
BBCA,2023-03-16,Harga Selisih
BBCA,2023-03-17,Harga Selisih
BBCA,2023-03-20,Harga Selisih
BBCA,2023-03-21,Harga Selisih
BBCA,2023-03-24,Harga Selisih
BBCA,2023-03-27,Harga Selisih
BBCA,2023-03-28,Harga Selisih
BBCA,2023-03-29,Harga Selisih
BBCA,2023-03-30,Harga Selisih
BBCA,2023-03-31,Harga Selisih
BBCA,2023-04-03,Harga Selisih
BBCA,2023-04-04,Harga Selisih
BBCA,2023-04-05,Harga Selisih
BBCA,2023-04-06,Harga Selisih
BBCA,2023-04-10,Harga Selisih
BBCA,2023-04-11,Harga Selisih
BBCA,2023-04-12,Harga Selisih
BBCA,2023-04-13,Harga Selisih
BBCA,2023-04-14,Harga Selisih
BBCA,2023-04-17,Harga Selisih
BBCA,2023-04-18,Harga Selisih
BBCA,2023-04-26,Harga Selisih
BBCA,2023-04-27,Harga Selisih
BBCA,2023-04-28,Harga Selisih
BBCA,2023-05-02,Harga Selisih
BBCA,2023-05-03,Harga Selisih
BBCA,2023-05-04,Harga Selisih
BBCA,2023-05-05,Harga Selisih
BBCA,2023-05-08,Harga Selisih
BBCA,2023-05-09,Harga Selisih
BBCA,2023-05-10,Harga Selisih
BBCA,2023-05-11,Harga Selisih
BBCA,2023-05-12,Harga Selisih
BBCA,2023-05-15,Harga Selisih
BBCA,2023-05-16,Harga Selisih
BBCA,2023-05-17,Harga Selisih
BBCA,2023-05-19,Harga Selisih
BBCA,2023-05-22,Harga Selisih
BBCA,2023-05-23,Harga Selisih
BBCA,2023-05-24,Harga Selisih
BBCA,2023-05-25,Harga Selisih
BBCA,2023-05-26,Harga Selisih
BBCA,2023-05-29,Harga Selisih
BBCA,2023-05-30,Harga Selisih
BBCA,2023-05-31,Harga Selisih
BBCA,2023-06-05,Harga Selisih
BBCA,2023-06-06,Harga Selisih
BBCA,2023-06-07,Harga Selisih
BBCA,2023-06-08,Harga Selisih
BBCA,2023-06-09,Harga Selisih
BBCA,2023-06-12,Harga Selisih
BBCA,2023-06-13,Harga Selisih
BBCA,2023-06-14,Harga Selisih
BBCA,2023-06-15,Harga Selisih
BBCA,2023-06-16,Harga Selisih
BBCA,2023-06-19,Harga Selisih
BBCA,2023-06-20,Harga Selisih
BBCA,2023-06-21,Harga Selisih
BBCA,2023-06-22,Harga Selisih
BBCA,2023-06-23,Harga Selisih
BBCA,2023-06-26,Harga Selisih
BBCA,2023-06-27,Harga Selisih
BBCA,2023-07-03,Harga Selisih
BBCA,2023-07-04,Harga Selisih
BBCA,2023-07-05,Harga Selisih
BBCA,2023-07-06,Harga Selisih
BBCA,2023-07-07,Harga Selisih
BBCA,2023-07-10,Harga Selisih
BBCA,2023-07-11,Harga Selisih
BBCA,2023-07-12,Harga Selisih
BBCA,2023-07-13,Harga Selisih
BBCA,2023-07-14,Harga Selisih
BBCA,2023-07-17,Harga Selisih
BBCA,2023-07-18,Harga Selisih
BBCA,2023-07-20,Harga Selisih
BBCA,2023-07-21,Harga Selisih
BBCA,2023-07-24,Harga Selisih
BBCA,2023-07-25,Harga Selisih
BBCA,2023-07-26,Harga Selisih
BBCA,2023-07-27,Harga Selisih
BBCA,2023-07-28,Harga Selisih
BBCA,2023-07-31,Harga Selisih
BBCA,2023-08-01,Harga Selisih
BBCA,2023-08-02,Harga Selisih
BBCA,2023-08-03,Harga Selisih
BBCA,2023-08-04,Harga Selisih
BBCA,2023-08-07,Harga Selisih
BBCA,2023-08-08,Harga Selisih
BBCA,2023-08-09,Harga Selisih
BBCA,2023-08-10,Harga Selisih
BBCA,2023-08-11,Harga Selisih
BBCA,2023-08-14,Harga Selisih
BBCA,2023-08-15,Harga Selisih
BBCA,2023-08-16,Harga Selisih
BBCA,2023-08-18,Harga Selisih
BBCA,2023-08-21,Harga Selisih
BBCA,2023-08-22,Harga Selisih
BBCA,2023-08-23,Harga Selisih
BBCA,2023-08-24,Harga Selisih
BBCA,2023-08-25,Harga Selisih
BBCA,2023-08-28,Harga Selisih
BBCA,2023-08-29,Harga Selisih
BBCA,2023-08-30,Harga Selisih
BBCA,2023-08-31,Harga Selisih
BBCA,2023-09-01,Harga Selisih
BBCA,2023-09-04,Harga Selisih
BBCA,2023-09-05,Harga Selisih
BBCA,2023-09-06,Harga Selisih
BBCA,2023-09-07,Harga Selisih
BBCA,2023-09-08,Harga Selisih
BBCA,2023-09-11,Harga Selisih
BBCA,2023-09-12,Harga Selisih
BBCA,2023-09-13,Harga Selisih
BBCA,2023-09-14,Harga Selisih
BBCA,2023-09-15,Harga Selisih
BBCA,2023-09-18,Harga Selisih
BBCA,2023-09-19,Harga Selisih
BBCA,2023-09-20,Harga Selisih
BBCA,2023-09-21,Harga Selisih
BBCA,2023-09-22,Harga Selisih
BBCA,2023-09-25,Harga Selisih
BBCA,2023-09-26,Harga Selisih
BBCA,2023-09-27,Harga Selisih
BBCA,2023-09-29,Harga Selisih
BBCA,2023-10-02,Harga Selisih
BBCA,2023-10-03,Harga Selisih
BBCA,2023-10-04,Harga Selisih
BBCA,2023-10-05,Harga Selisih
BBCA,2023-10-06,Harga Selisih
BBCA,2023-10-09,Harga Selisih
BBCA,2023-10-10,Harga Selisih
BBCA,2023-10-11,Harga Selisih
BBCA,2023-10-12,Harga Selisih
BBCA,2023-10-13,Harga Selisih
BBCA,2023-10-16,Harga Selisih
BBCA,2023-10-17,Harga Selisih
BBCA,2023-10-18,Harga Selisih
BBCA,2023-10-19,Harga Selisih
BBCA,2023-10-20,Harga Selisih
BBCA,2023-10-23,Harga Selisih
BBCA,2023-10-24,Harga Selisih
BBCA,2023-10-25,Harga Selisih
BBCA,2023-10-26,Harga Selisih
BBCA,2023-10-27,Harga Selisih
BBCA,2023-10-30,Harga Selisih
BBCA,2023-10-31,Harga Selisih
BBCA,2023-11-01,Harga Selisih
BBCA,2023-11-02,Harga Selisih
BBCA,2023-11-03,Harga Selisih
BBCA,2023-11-06,Harga Selisih
BBCA,2023-11-07,Harga Selisih
BBCA,2023-11-08,Harga Selisih
BBCA,2023-11-09,Harga Selisih
BBCA,2023-11-10,Harga Selisih
BBCA,2023-11-13,Harga Selisih
BBCA,2023-11-14,Harga Selisih
BBCA,2023-11-15,Harga Selisih
BBCA,2023-11-16,Harga Selisih
BBCA,2023-11-17,Harga Selisih
BBCA,2023-11-20,Harga Selisih
BBCA,2023-11-21,Harga Selisih
BBCA,2023-11-22,Harga Selisih
BBCA,2023-11-23,Harga Selisih
BBCA,2023-11-24,Harga Selisih
BBCA,2023-11-27,Harga Selisih
BBCA,2023-11-28,Harga Selisih
BBCA,2023-11-29,Harga Selisih
BBCA,2023-11-30,Harga Selisih
BBCA,2023-12-01,Harga Selisih
BBCA,2023-12-04,Harga Selisih
BBCA,2023-12-05,Harga Selisih
BBCA,2023-12-06,Harga Selisih
BBCA,2023-12-07,Harga Selisih
BBCA,2023-12-08,Harga Selisih
BBCA,2023-12-11,Harga Selisih
BBCA,2023-12-12,Harga Selisih
BBCA,2023-12-13,Harga Selisih
BBCA,2023-12-14,Harga Selisih
BBCA,2023-12-15,Harga Selisih
BBCA,2023-12-18,Harga Selisih
BBCA,2023-12-19,Harga Selisih
BBCA,2023-12-20,Harga Selisih
BBCA,2023-12-21,Harga Selisih
BBCA,2023-12-22,Harga Selisih
BBHI,2019-12-26,Harga Selisih
BBHI,2019-12-27,Harga Selisih
BBHI,2019-12-30,Harga Selisih
BBHI,2020-01-02,Harga Selisih
BBHI,2020-01-03,Harga Selisih
BBHI,2020-01-06,Harga Selisih
BBHI,2020-01-07,Harga Selisih
BBHI,2020-01-08,Harga Selisih
BBHI,2020-01-09,Harga Selisih
BBHI,2020-01-10,Harga Selisih
BBHI,2020-01-13,Harga Selisih
BBHI,2020-01-14,Harga Selisih
BBHI,2020-01-15,Harga Selisih
BBHI,2020-01-16,Harga Selisih
BBHI,2020-01-17,Harga Selisih
BBHI,2020-01-20,Harga Selisih
BBHI,2020-01-21,Harga Selisih
BBHI,2020-01-22,Harga Selisih
BBHI,2020-01-23,Harga Selisih
BBHI,2020-01-24,Harga Selisih
BBHI,2020-01-27,Harga Selisih
BBHI,2020-01-28,Harga Selisih
BBHI,2020-01-29,Harga Selisih
BBHI,2020-01-30,Harga Selisih
BBHI,2020-01-31,Harga Selisih
BBHI,2020-02-03,Harga Selisih
BBHI,2020-02-04,Harga Selisih
BBHI,2020-02-05,Harga Selisih
BBHI,2020-02-06,Harga Selisih
BBHI,2020-02-07,Harga Selisih
BBHI,2020-02-10,Harga Selisih
BBHI,2020-02-11,Harga Selisih
BBHI,2020-02-12,Harga Selisih
BBHI,2020-02-13,Harga Selisih
BBHI,2020-02-14,Harga Selisih
BBHI,2020-02-17,Harga Selisih
BBHI,2020-02-18,Harga Selisih
BBHI,2020-02-19,Harga Selisih
BBHI,2020-02-20,Harga Selisih
BBHI,2020-02-21,Harga Selisih
BBHI,2020-02-24,Harga Selisih
BBHI,2020-02-25,Harga Selisih
BBHI,2020-02-26,Harga Selisih
BBHI,2020-02-27,Harga Selisih
BBHI,2020-02-28,Harga Selisih
BBHI,2020-03-02,Harga Selisih
BBHI,2020-03-03,Harga Selisih
BBHI,2020-03-04,Harga Selisih
BBHI,2020-03-05,Harga Selisih
BBHI,2020-03-06,Harga Selisih
BBHI,2020-03-09,Harga Selisih
BBHI,2020-03-10,Harga Selisih
BBHI,2020-03-11,Harga Selisih
BBHI,2020-03-12,Harga Selisih
BBHI,2020-03-13,Harga Selisih
BBHI,2020-03-16,Harga Selisih
BBHI,2020-03-17,Harga Selisih
BBHI,2020-03-18,Harga Selisih
BBHI,2020-03-19,Harga Selisih
BBHI,2020-03-20,Harga Selisih
BBHI,2020-03-23,Harga Selisih
BBHI,2020-03-24,Harga Selisih
BBHI,2020-03-26,Harga Selisih
BBHI,2020-03-27,Harga Selisih
BBHI,2020-03-30,Harga Selisih
BBHI,2020-03-31,Harga Selisih
BBHI,2020-04-01,Harga Selisih
BBHI,2020-04-02,Harga Selisih
BBHI,2020-04-03,Harga Selisih
BBHI,2020-04-06,Harga Selisih
BBHI,2020-04-07,Harga Selisih
BBHI,2020-04-08,Harga Selisih
BBHI,2020-04-09,Harga Selisih
BBHI,2020-04-13,Harga Selisih
BBHI,2020-04-14,Harga Selisih
BBHI,2020-04-15,Harga Selisih
BBHI,2020-04-16,Harga Selisih
BBHI,2020-04-17,Harga Selisih
BBHI,2020-04-20,Harga Selisih
BBHI,2020-04-21,Harga Selisih
BBHI,2020-04-22,Harga Selisih
BBHI,2020-04-23,Harga Selisih
BBHI,2020-04-24,Harga Selisih
BBHI,2020-04-27,Harga Selisih
BBHI,2020-04-28,Harga Selisih
BBHI,2020-04-29,Harga Selisih
BBHI,2020-04-30,Harga Selisih
BBHI,2020-05-04,Harga Selisih
BBHI,2020-05-05,Harga Selisih
BBHI,2020-05-06,Harga Selisih
BBHI,2020-05-08,Harga Selisih
BBHI,2020-05-11,Harga Selisih
BBHI,2020-05-12,Harga Selisih
BBHI,2020-05-13,Harga Selisih
BBHI,2020-05-14,Harga Selisih
BBHI,2020-05-15,Harga Selisih
BBHI,2020-05-18,Harga Selisih
BBHI,2020-05-19,Harga Selisih
BBHI,2020-05-20,Harga Selisih
BBHI,2020-05-26,Harga Selisih
BBHI,2020-05-27,Harga Selisih
BBHI,2020-05-28,Harga Selisih
BBHI,2020-05-29,Harga Selisih
BBHI,2020-06-02,Harga Selisih
BBHI,2020-06-03,Harga Selisih
BBHI,2020-06-04,Harga Selisih
BBHI,2020-06-05,Harga Selisih
BBHI,2020-06-08,Harga Selisih
BBHI,2020-06-09,Harga Selisih
BBHI,2020-06-10,Harga Selisih
BBHI,2020-06-11,Harga Selisih
BBHI,2020-06-12,Harga Selisih
BBHI,2020-06-15,Harga Selisih
BBHI,2020-06-16,Harga Selisih
BBHI,2020-06-17,Harga Selisih
BBHI,2020-06-18,Harga Selisih
BBHI,2020-06-19,Harga Selisih
BBHI,2020-06-22,Harga Selisih
BBHI,2020-06-23,Harga Selisih
BBHI,2020-06-24,Harga Selisih
BBHI,2020-06-25,Harga Selisih
BBHI,2020-06-26,Harga Selisih
BBHI,2020-06-29,Harga Selisih
BBHI,2020-06-30,Harga Selisih
BBHI,2020-07-01,Harga Selisih
BBHI,2020-07-02,Harga Selisih
BBHI,2020-07-03,Harga Selisih
BBHI,2020-07-06,Harga Selisih
BBHI,2020-07-07,Harga Selisih
BBHI,2020-07-08,Harga Selisih
BBHI,2020-07-09,Harga Selisih
BBHI,2020-07-10,Harga Selisih
BBHI,2020-07-13,Harga Selisih
BBHI,2020-07-14,Harga Selisih
BBHI,2020-07-15,Harga Selisih
